id,name,alamat,provinsi,telepon,website,jadwal_buka_Kamis,jadwal_buka_Jumat,jadwal_buka_Sabtu,jadwal_buka_Minggu,jadwal_buka_Senin,jadwal_buka_Selasa,jadwal_buka_Rabu,kategori,price,rating,users,level 1,x,y
7936355844634753070,Qohua Coffee,"Jl. Ibrahim Adjie No.194, Cijaura, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40283",Jawa Barat,0812-8369-7742,none,09.00-23.00,09.00-23.00,09.00-00.00,09.00-23.00,Tutup,09.00-23.00,09.00-23.00,Kedai Kopi,none,0,11.0,poisRegular2,107.6416763,-6.9471194
17698407220621010014,Big Pond Coffee,"Jl. Balonggede No.57 A, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Jawa Barat,0838-2812-788,none,08.00-23.00,08.00-23.00,08.00-23.00,08.00-23.00,08.00-23.00,08.00-23.00,08.00-23.00,Kedai Kopi,none,0,60.0,poisRegular2,107.60728429999999,-6.925329800000001
6086088147954479327,Lupain Cafe,"4J77+RJ2, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Jawa Barat,0823-1698-8622,none,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Kafe,none,0,23.0,poisRegular2,107.61399779999999,-6.8854880000000005
14228937788030081590,Struggle Cafe Kepatihan,"Jl. Kepatihan No.23, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Jawa Barat,0822-1334-7428,none,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Kafe,,0,0.0,poisRegular2,107.60570919999999,-6.9232437000000004
15677596970163115798,Kedai Kopi Jalanan,"3J4H+QC3, Cijagra, Kec. Lengkong, Kota Bandung, Jawa Barat 40265",Jawa Barat,-,none,18.00-00.00,18.00-00.00,18.00-00.00,18.00-00.00,18.00-00.00,18.00-00.00,18.00-00.00,Kafe,none,0,1.0,poisRegular2,107.6285448,-6.9431023
18045068949496207838,District Dago Cafe & Resto,"Jl. Ir. H. Juanda No.339, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Jawa Barat,0812-2465-0652,none,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,Kafe,$$,0,1400.0,poisRegular2,107.61849409999999,-6.8753339
17838546355980151871,Cafe 190,"Jl. Peta No.190a, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",Jawa Barat,(022) 6123999,none,10.30-21.00,10.30-21.00,10.30-21.00,10.30-21.00,10.30-21.00,10.30-21.00,10.30-21.00,Kafe,none,0,415.0,poisRegular2,107.589424,-6.931833399999999
884977177728497231,Kopi Kyomi,"Jl. Ir. H. Juanda No.130, Dago, Kecamatan Coblong, Kota Bandung, Jawa Barat 40135",Jawa Barat,0812-2298-8322,none,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,Kedai Kopi,none,0,658.0,poisRegular2,107.61394469999999,-6.8893603
14463665560511212665,Bright Cafe,"Jl. Ir. H. Juanda No.139, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Jawa Barat,0815-8644-8903,none,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,Kafe,$$,0,310.0,poisRegular2,107.61298579999999,-6.8902223
10379465928814183411,P A P A Coffee & Eatery,"Jl. Phh. Mustofa No.57, Neglasari, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40124",Jawa Barat,-,none,,,,,,,,Kedai Kopi,,0,0.0,poisRegular2,107.64298079999999,-6.899551199999999
5862545802868139423,Kafe,"Jl. Purnawarman No.9 B, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40116",Jawa Barat,-,none,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,Kafe,,0,0.0,poisRegular2,107.6091873,-6.9083267
11130300083588418422,D'Cafe,"4J35+27C depan Taman Film, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",Jawa Barat,-,none,09.30-23.00,09.30-23.00,09.30-23.00,09.30-23.00,09.30-23.00,09.30-23.00,09.30-23.00,Kafe,,0,0.0,poisRegular2,107.6081677,-6.897433599999999
8014944767401747255,Floyd coffee linggawastu,"Jl. Wastukencana No.12 C, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116",Jawa Barat,0857-9529-6500,none,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,10.00-23.00,Kedai Kopi,none,0,17.0,poisRegular2,107.6056528,-6.904625299999999
6355511948729058307,Magenta Cafe Bandung,"Jl. Dr. Djunjunan No.96, Sukabungah, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Jawa Barat,0878-1100-7999,none,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,Kafe,none,0,117.0,poisRegular2,107.5906477,-6.8960203
11356429538648866383,Eighteen Coffee Bandung,"Jl. Cemara No.46, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",Jawa Barat,0896-1839-5319,none,08.00-22.00,07.00-23.00,07.00-23.00,07.00-23.00,08.00-22.00,08.00-22.00,08.00-22.00,Kedai Kopi,none,0,2000.0,poisRegular2,107.5990715,-6.8842329
1561357854750819970,Garden Cafe Dago 109 / GMKI Cabang Bandung,"Jl. Ir. H. Juanda No.109, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132",Jawa Barat,-,none,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,06.00-22.00,Kafe,none,0,137.0,poisRegular2,107.61279599999999,-6.8928278999999995
11453774758399626930,Dapurrr Coffea and Tea,"Apartment The Jarrdin, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",Jawa Barat,-,none,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Kafe,none,0,2.0,poisRegular2,107.60444249999999,-6.8924692
10643477467092308946,COFFESHOP KAI,"3JM3+M3J, Jl. Stasion Selatan, Kb. Jeruk, Kec. Andir, Kota Bandung, Jawa Barat 40181",Jawa Barat,-,none,,,,,,,,Kedai Kopi,,0,0.0,poisRegular2,107.60263409999999,-6.9157877
15869729668799392084,The Parlor,"Jl. Rancakendal Luhur No.9, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40191",Jawa Barat,(022) 20454439,none,10.00-20.00,10.00-20.00,09.00-22.00,09.00-22.00,10.00-20.00,10.00-20.00,10.00-20.00,Kafe,$$,0,3600.0,poisRegular2,107.6282763,-6.869858100000001
11507396318311918627,Housen Coffee,"aspol tegalega, Jl. Pelindung Hewan No.25, Pelindung Hewan, Astanaanyar, Bandung City, West Java 40243",Jawa Barat,-,none,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,Kedai Kopi,none,0,5.0,poisRegular2,107.6035862,-6.938772999999999
13654299544498951649,NgopiJS - Coffee & Code,"Jl. Telepon No.18, Braga, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40111",Jawa Barat,0852-7370-3927,none,10.00-20.00,Tutup,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,10.00-20.00,Kedai Kopi,,0,0.0,poisRegular2,107.6109084,-6.917503699999999
18253352065320479503,Utara Cafe,"Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198",Jawa Barat,0819-0304-6102,none,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,Kafe,$$,0,3900.0,poisRegular2,107.6459081,-6.8502714000000005
1418606419120325586,OROFI CAFE,"Jl. Lembah Pakar Tim. No.99, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198",Jawa Barat,(022) 2511450,none,11.30-22.00,14.00-23.00,11.00-23.00,11.00-22.00,14.00-22.00,14.00-22.00,14.00-22.00,Kafe,$$,0,1600.0,poisRegular2,107.6335057,-6.8628002
10837563575437664906,Kafe 198,"Jalan Cihampelas No. 198B, Cipaganti, Coblong, Cipaganti, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131",Jawa Barat,(022) 2036871,none,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,Kafe,none,0,1.0,poisRegular2,107.6043079,-6.893493599999999
13553386410035963611,foresta coffee,"Jl. Rancabentang No.28, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40142",Jawa Barat,0813-9888-8932,none,08.00-22.00,08.00-22.00,08.00-23.00,08.00-23.00,08.00-22.00,08.00-22.00,08.00-22.00,Kedai Kopi,none,0,378.0,poisRegular2,107.6100755,-6.8678732
7339232782029788396,Cafe Skool,"Jl. Abdul Rahman Saleh No.35, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174",Jawa Barat,(022) 20574201,none,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,Kafe,$,0,35.0,poisRegular2,107.58423450000001,-6.907563499999999
15066936837688942075,Hara Cafe and Resto,"Jl. Prof. Dr. Sutami No.62, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",Jawa Barat,(022) 82009777,none,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,Kafe,$$,0,2100.0,poisRegular2,107.58680199999999,-6.8781254
296241331162940280,Congo Gallery & Cafe,"Jl. Ranca Kendal Luhur No.8 Dago, Ciburial, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40191",Jawa Barat,(022) 2531065,none,09.00-22.00,09.00-22.00,09.00-23.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,Restoran,$$$,0,3900.0,poisRegular2,107.6278067,-6.8674381
12459289461902857069,Masagi Koffee,"Jl. Gunung Kareumbi No.1-B, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Jawa Barat,-,none,,,,,,,,Kedai Kopi,$$,0,1600.0,poisRegular2,107.6065289,-6.868784
7294502863749584839,Edelweiss Tea & Coffee House,"Jl. Neglasari Dalam No.7, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Jawa Barat,0851-7434-0078,none,10.00-21.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-21.00,10.00-21.00,10.00-21.00,Kafe,$$,0,912.0,poisRegular2,107.60325909999999,-6.867934
11521048409444283100,Kurokoffee,"Jl. Ciumbuleuit No.130, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Jawa Barat,(022) 2033406,none,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,08.00-22.00,Kedai Kopi,$$,0,1300.0,poisRegular2,107.60563119999999,-6.8710503
7580461904801886479,OLbucks Coffee,"no 40231, Jl. Peta No.241, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40231",Jawa Barat,(022) 6128821,none,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,Kafe,none,0,4.0,poisRegular2,107.5865974,-6.929355399999999
10605541952376596376,Kopi Selasar Sunaryo,"Jl. Bukit Pakar Timur No.100, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198",Jawa Barat,(022) 2507939,none,10.00-18.00,10.00-18.00,10.00-18.00,10.00-18.00,10.00-18.00,10.00-18.00,10.00-18.00,Kedai Kopi,$$,0,1200.0,poisRegular2,107.63673089999999,-6.8586962
10279137432064276197,7 Cafe,"Jl. Dr. Setiabudi No.182, Hegarmanah, Kec. Cidadap, Kota Bandung, Jawa Barat 40153",Jawa Barat,(022) 2036770,none,10.00-01.00,10.00-02.00,10.00-02.00,10.00-01.00,10.00-01.00,10.00-01.00,10.00-01.00,Kafe,none,0,63.0,poisRegular2,107.5938328,-6.870791599999999
3950214526868761941,Goldstar 360 food coffee shisha,"Jl. Dangdeur Indah No.2b, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Jawa Barat,0812-8199-2700,none,11.00-23.00,11.00-00.00,11.00-00.00,11.00-23.00,11.00-23.00,11.00-23.00,11.00-23.00,Restoran makan siang,$$,0,2200.0,poisRegular2,107.5822398,-6.8840987
3658581676643329698,LERENG ANTENG Panoramic Coffee,"5J4F+W3W, Kampung Jl. Pagermaneuh, RT.03/RW.07, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391",Jawa Barat,-,none,09.00-21.00,09.00-21.00,08.00-21.00,08.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,Kedai Kopi,$$,0,10000.0,poisRegular2,107.6227083,-6.8426314999999995
6890381117927401857,Titik Teduh,"Jl. Sukamekar III No.2, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",Jawa Barat,0857-2142-7648,none,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,Kedai Kopi,$$,0,359.0,poisRegular2,107.58054999999999,-6.8884707999999994
5001519487084783778,Kana Cafe Bandung,"Komplek Setrasari Plaza II, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Jawa Barat,0811-2343-045,none,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,08.00-21.00,Kafe,none,0,349.0,poisRegular2,107.5836733,-6.8806169
174529551988686653,Morning Glory Coffee Bandung Setrasari,"Setra Sari Mall Ruko Setrasari Mall kav C2 no 31, Sukagalih, Sukajadi, Bandung City, West Java 40163",Jawa Barat,(022) 2020993,none,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,07.00-22.00,Kedai Kopi,$$,0,1100.0,poisRegular2,107.5825369,-6.881501399999999
2107607634176430960,coffee,"Gg. Arka, Dungus Cariang, Kec. Andir, Kota Bandung, Jawa Barat 40183",Jawa Barat,0812-2377-2734,none,,,,,,,,Kedai Kopi,,0,0.0,poisRegular2,107.58431850000001,-6.9155873
13407947677351873507,Cofe,"2HRV+F8W, Jl. Cibaduyut, Cibaduyut Kidul, Kec. Bojongloa Kidul, Kota Bandung, Jawa Barat 40238",Jawa Barat,-,none,,,,,,,,Kedai Kopi,,0,0.0,poisRegular2,107.5933526,-6.9587667
1139016454540521554,Nimna Bookcafé,"Jl. Sukahaji No.126, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",Jawa Barat,(022) 82602215,none,09.00-23.00,09.00-23.00,09.00-23.00,09.00-23.00,09.00-23.00,Tutup,09.00-23.00,Kedai Kopi,$$,0,369.0,poisRegular2,107.585133,-6.8700865
9111596339743813654,Kalpa Tree Dine and Chill,"Jl. Kiputih No.37, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40142",Jawa Barat,(022) 64402875,none,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,09.00-22.00,Restoran,$$,0,6100.0,poisRegular2,107.60995829999999,-6.866147799999999
14045438559144546977,The Stone Cafe,"Dago Coblong, Jl. Rancakendal Luhur No.5, Ciburial, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40198",Jawa Barat,(022) 2500577,none,11.00-22.00,11.00-22.00,11.00-23.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,Restoran Mewah,$$,0,3300.0,poisRegular2,107.62702759999999,-6.8651675
6188862375794329627,Meeting Point Cafe,"Jl. Dr. Djunjunan No.155, Pasteur, Kec. Cicendo, Kota Bandung, Jawa Barat 40171",Jawa Barat,(022) 6010911,none,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,Kafe,$$,0,388.0,poisRegular2,107.5832332,-6.892592700000001
572742221438843401,Kuwera Inn & Cafe,"Jl. Bungur No.9, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Jawa Barat,(022) 64403448,none,,,,,,,,Hotel bintang 2,none,0,204.0,poisRegular2,107.5947015,-6.8821724
438299306146282352,DE Caffee,"3HWH+G2P, Jl. Bandara Husein Sastranegara, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat 40174",Jawa Barat,-,none,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Kedai Kopi,none,0,1.0,poisRegular2,107.5775842,-6.9036577
7482327352748653576,Mendjamu,"Jl. Sukaresmi No.5, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Jawa Barat,(022) 2034188,none,07.00-21.00,07.00-21.00,07.00-21.00,07.00-21.00,07.00-21.00,07.00-21.00,07.00-21.00,Restoran,$$,0,420.0,poisRegular2,107.5934868,-6.8791809
3348608071600425642,Flourish Cafe,"Jl. Prof. Dr. Sutami No.58, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",Jawa Barat,0813-1281-5051,none,09.00-18.00,09.00-18.00,09.00-18.00,Tutup,09.00-18.00,09.00-18.00,09.00-18.00,Kedai Kopi,none,0,46.0,poisRegular2,107.58739969999999,-6.8779574
12605259149795718143,AH Resto And Cafe 23 Paskal,"23 Paskal Mall, Lantai 3, Pasir Kaliki, Bandung, 40181, Indonesia, Jl. Pasir Kaliki No.3, Kebon Jeruk, Andir, Bandung City, West Java 40181, Indonesia, Jl. Pasir Kaliki No.3, Ciroyom, Andir, Bandung City, West Java 40181",Jawa Barat,(0622) 26008621,none,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,10.00-22.00,Kafe,none,0,28.0,poisRegular2,107.5940892,-6.9156471
9784919617214852394,Bertajuk Coffee,"Jl. Pak Gatot IV No.99 G, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",Jawa Barat,-,none,11.00-22.00,13.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,11.00-22.00,Kedai Kopi,none,0,12.0,poisRegular2,107.58944869999999,-6.8670732999999995
15372749471207622644,Cafe Sederhana,"Jl. Kapten Abdul Hamid No.21, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Jawa Barat,0812-2404-1664,none,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Buka 24 jam,Kafe,$,0,144.0,poisRegular2,107.5947748,-6.8651598
17458499175160457392,Iqra Cafe,"Jl. Gegerkalong Tengah No.64, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",Jawa Barat,-,none,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,09.00-21.00,Kafe,none,0,9.0,poisRegular2,107.5916316,-6.8655443
8922307366670372705,18 Hrs Café,"Jl. Dr. Setiabudi No.103, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",Jawa Barat,(022) 2032600,none,11.00-01.00,11.00-01.00,11.00-01.00,11.00-01.00,11.00-01.00,11.00-01.00,11.00-01.00,Kafe,none,0,79.0,poisRegular2,107.5937932,-6.871586300000001
13631323081601775965,Warkop Modjok,"Perumahan, Jl. Pd. Hijau Indah Jl. Pinus Raya No.12, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154",Jawa Barat,0821-1511-1896,none,09.00-23.59,09.00-23.59,09.00-23.59,09.00-23.59,09.00-23.59,09.00-23.59,09.00-23.59,Kedai Kopi,$$,0,1800.0,poisRegular2,107.5899328,-6.855106099999999
2549594715755588657,Rustic Owl Coffee,"Jl. Gegerkalong Hilir No.117, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40153",Jawa Barat,-,none,13.00-22.00,14.00-22.00,13.00-22.00,14.00-22.00,13.00-22.00,13.00-22.00,13.00-22.00,Kedai Kopi,$,0,145.0,poisRegular2,107.58562549999999,-6.8684794
1458937912496811151,REAL 8 CAFE,"Jl. Rereongan Sarupi No.23, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40142",Jawa Barat,0812-1179-3158,none,10.00-00.00,10.00-00.00,10.00-00.00,10.00-00.00,10.00-00.00,10.00-00.00,10.00-00.00,Kedai Kopi,none,0,1.0,poisRegular2,107.6050933,-6.8621995
